Gene1_ID	Gene2_ID	Gene1_Symbol	Gene2_Symbol	G1>G2_mut	G1>G2_wild	fisher_pvalue
50507	54785	NOX4	BORCS6	31	235	0.000431892744336152
50507	57863	NOX4	CADM3	31	235	0.000431892744336152
51278	51340	IER5	CRNKL1	31	235	0.000431892744336152
54877	4753	ZCCHC2	NELL2	31	235	0.000431892744336152
55614	27124	KIF16B	INPP5J	31	235	0.000431892744336152
56159	563	TEX11	AZGP1	31	235	0.000431892744336152
56937	7518	PMEPA1	XRCC4	31	235	0.000431892744336152
57030	563	SLC17A7	AZGP1	31	235	0.000431892744336152
79174	112950	CRELD2	MED8	31	235	0.000431892744336152
387893	23632	KMT5A	CA14	31	235	0.000431892744336152
270	5027	AMPD1	P2RX7	31	232	0.000433095583630427
383	1961	ARG1	EGR4	31	232	0.000433095583630427
1054	26133	CEBPG	TRPC4AP	31	232	0.000433095583630427
1413	1464	CRYBA4	CSPG4	31	232	0.000433095583630427
1999	5104	ELF3	SERPINA5	31	232	0.000433095583630427
2859	563	GPR35	AZGP1	31	232	0.000433095583630427
2957	563	GTF2A1	AZGP1	31	232	0.000433095583630427
3290	1140	HSD11B1	CHRNB1	31	232	0.000433095583630427
3717	27284	JAK2	SULT1B1	31	232	0.000433095583630427
4217	9907	MAP3K5	AP5Z1	31	232	0.000433095583630427
5396	29951	PRRX1	PDZRN4	31	232	0.000433095583630427
6285	2315	S100B	MLANA	31	232	0.000433095583630427
8590	563	OR6A2	AZGP1	31	232	0.000433095583630427
8760	8576	CDS2	STK16	31	232	0.000433095583630427
8986	23563	RPS6KA4	CHST5	31	232	0.000433095583630427
9025	79823	RNF8	CAMKMT	31	232	0.000433095583630427
9737	563	GPRASP1	AZGP1	31	232	0.000433095583630427
9780	8190	PIEZO1	MIA	31	232	0.000433095583630427
9780	10017	PIEZO1	BCL2L10	31	232	0.000433095583630427
10520	9900	ZNF211	SV2A	31	232	0.000433095583630427
11157	5104	LSM6	SERPINA5	31	232	0.000433095583630427
50507	146691	NOX4	TOM1L2	31	232	0.000433095583630427
51053	55744	GMNN	COA1	31	232	0.000433095583630427
51278	5104	IER5	SERPINA5	31	232	0.000433095583630427
51341	563	ZBTB7A	AZGP1	31	232	0.000433095583630427
51533	563	PHF7	AZGP1	31	232	0.000433095583630427
51686	563	OAZ3	AZGP1	31	232	0.000433095583630427
55165	10491	CEP55	CRTAP	31	232	0.000433095583630427
56605	7179	ERO1B	TPTE	31	232	0.000433095583630427
56623	64221	INPP5E	ROBO3	31	232	0.000433095583630427
56649	10497	TMPRSS4	UNC13B	31	232	0.000433095583630427
58494	9900	JAM2	SV2A	31	232	0.000433095583630427
65005	22950	MRPL9	SLC4A1AP	31	232	0.000433095583630427
80308	29902	FLAD1	FAM216A	31	232	0.000433095583630427
95681	563	CEP41	AZGP1	31	232	0.000433095583630427
113146	1298	AHNAK2	COL9A2	31	232	0.000433095583630427
467	5836	ATF3	PYGL	31	236	0.000448690532076643
538	3110	ATP7A	MNX1	31	236	0.000448690532076643
624	80152	BDKRB2	CENPT	31	236	0.000448690532076643
673	8659	BRAF	ALDH4A1	31	236	0.000448690532076643
673	25830	BRAF	SULT4A1	31	236	0.000448690532076643
1089	563	CEACAM4	AZGP1	31	236	0.000448690532076643
1291	2940	COL6A1	GSTA3	31	236	0.000448690532076643
1826	563	DSCAM	AZGP1	31	236	0.000448690532076643
2055	563	CLN8	AZGP1	31	236	0.000448690532076643
2074	190	ERCC6	NR0B1	31	236	0.000448690532076643
2074	7143	ERCC6	TNR	31	236	0.000448690532076643
2300	7143	FOXL1	TNR	31	236	0.000448690532076643
2736	563	GLI2	AZGP1	31	236	0.000448690532076643
2810	3609	SFN	ILF3	31	236	0.000448690532076643
3008	563	H1-4	AZGP1	31	236	0.000448690532076643
3579	534	CXCR2	ATP6V1G2	31	236	0.000448690532076643
3717	926	JAK2	CD8B	31	236	0.000448690532076643
3727	2314	JUND	FLII	31	236	0.000448690532076643
4771	563	NF2	AZGP1	31	236	0.000448690532076643
4800	80831	NFYA	APOL5	31	236	0.000448690532076643
5105	6804	PCK1	STX1A	31	236	0.000448690532076643
5366	9815	PMAIP1	GIT2	31	236	0.000448690532076643
5366	64838	PMAIP1	FNDC4	31	236	0.000448690532076643
5623	554	PSPN	AVPR2	31	236	0.000448690532076643
6520	642	SLC3A2	BLMH	31	236	0.000448690532076643
6617	55757	SNAPC1	UGGT2	31	236	0.000448690532076643
7071	5869	KLF10	RAB5B	31	236	0.000448690532076643
7187	563	TRAF3	AZGP1	31	236	0.000448690532076643
7204	5598	TRIO	MAPK7	31	236	0.000448690532076643
7390	58473	UROS	PLEKHB1	31	236	0.000448690532076643
7711	563	ZNF155	AZGP1	31	236	0.000448690532076643
8013	534	NR4A3	ATP6V1G2	31	236	0.000448690532076643
8013	26330	NR4A3	GAPDHS	31	236	0.000448690532076643
8435	1464	SOAT2	CSPG4	31	236	0.000448690532076643
8470	563	SORBS2	AZGP1	31	236	0.000448690532076643
9103	2709	FCGR2C	GJB5	31	236	0.000448690532076643
9120	4857	SLC16A6	NOVA1	31	236	0.000448690532076643
9752	4843	PCDHA9	NOS2	31	236	0.000448690532076643
9764	563	KIAA0513	AZGP1	31	236	0.000448690532076643
10154	27159	PLXNC1	CHIA	31	236	0.000448690532076643
10512	4753	SEMA3C	NELL2	31	236	0.000448690532076643
10847	10156	SRCAP	RASA4	31	236	0.000448690532076643
11274	1949	USP18	EFNB3	31	236	0.000448690532076643
23612	10290	PHLDA3	SPEG	31	236	0.000448690532076643
28965	22924	SLC27A6	MAPRE3	31	236	0.000448690532076643
28965	27006	SLC27A6	FGF22	31	236	0.000448690532076643
29114	563	TAGLN3	AZGP1	31	236	0.000448690532076643
50507	10747	NOX4	MASP2	31	236	0.000448690532076643
51053	51292	GMNN	GMPR2	31	236	0.000448690532076643
51162	563	EGFL7	AZGP1	31	236	0.000448690532076643
51322	5104	WAC	SERPINA5	31	236	0.000448690532076643
51378	563	ANGPT4	AZGP1	31	236	0.000448690532076643
51571	5104	CYRIB	SERPINA5	31	236	0.000448690532076643
54551	563	MAGEL2	AZGP1	31	236	0.000448690532076643
54815	5104	GATAD2A	SERPINA5	31	236	0.000448690532076643
54941	4108	RNF125	MAGEA9	31	236	0.000448690532076643
54943	563	DNAJC28	AZGP1	31	236	0.000448690532076643
55027	59339	HEATR3	PLEKHA2	31	236	0.000448690532076643
55165	8631	CEP55	SKAP1	31	236	0.000448690532076643
55671	60625	PPP4R3A	DHX35	31	236	0.000448690532076643
55715	563	DOK4	AZGP1	31	236	0.000448690532076643
55812	55425	SPATA7	GPALPP1	31	236	0.000448690532076643
56287	563	GKN1	AZGP1	31	236	0.000448690532076643
56649	7629	TMPRSS4	ZNF76	31	236	0.000448690532076643
56649	9053	TMPRSS4	MAP7	31	236	0.000448690532076643
56649	79020	TMPRSS4	C7orf25	31	236	0.000448690532076643
56937	373	PMEPA1	TRIM23	31	236	0.000448690532076643
56937	56895	PMEPA1	AGPAT4	31	236	0.000448690532076643
56937	84436	PMEPA1	ZNF528	31	236	0.000448690532076643
57115	60468	PGLYRP4	BACH2	31	236	0.000448690532076643
57127	563	RHBG	AZGP1	31	236	0.000448690532076643
57162	340719	PELI1	NANOS1	31	236	0.000448690532076643
64400	441194	AKTIP	PMS2CL	31	236	0.000448690532076643
64788	7140	LMF1	TNNT3	31	236	0.000448690532076643
64795	23710	RMND5A	GABARAPL1	31	236	0.000448690532076643
66002	563	CYP4F12	AZGP1	31	236	0.000448690532076643
79865	563	TREML2	AZGP1	31	236	0.000448690532076643
80206	563	FHOD3	AZGP1	31	236	0.000448690532076643
84296	553	GINS4	AVPR1B	31	236	0.000448690532076643
94134	55757	ARHGAP12	UGGT2	31	236	0.000448690532076643
113146	9486	AHNAK2	CHST10	31	236	0.000448690532076643
113178	995	SCAMP4	CDC25C	31	236	0.000448690532076643
49	563	ACR	AZGP1	31	238	0.000777608525027163
155	563	ADRB3	AZGP1	31	238	0.000777608525027163
624	4146	BDKRB2	MATN1	31	238	0.000777608525027163
673	11272	BRAF	PRR4	31	238	0.000777608525027163
1209	4753	CLPTM1	NELL2	31	238	0.000777608525027163
1415	3768	CRYBB2	KCNJ12	31	238	0.000777608525027163
1846	881	DUSP4	CCIN	31	238	0.000777608525027163
2029	55347	ENSA	ABHD10	31	238	0.000777608525027163
2074	3131	ERCC6	HLF	31	238	0.000777608525027163
2074	10214	ERCC6	SSX3	31	238	0.000777608525027163
2321	1464	FLT1	CSPG4	31	238	0.000777608525027163
2353	8936	FOS	WASF1	31	238	0.000777608525027163
2353	81031	FOS	SLC2A10	31	238	0.000777608525027163
2530	1876	FUT8	E2F6	31	238	0.000777608525027163
2877	563	GPX2	AZGP1	31	238	0.000777608525027163
3291	9001	HSD11B2	HAP1	31	238	0.000777608525027163
3396	55254	MRPL58	TMEM39A	31	238	0.000777608525027163
3772	10136	KCNJ15	CELA3A	31	238	0.000777608525027163
3781	174	KCNN2	AFP	31	238	0.000777608525027163
4350	29902	MPG	FAM216A	31	238	0.000777608525027163
4854	10290	NOTCH3	SPEG	31	238	0.000777608525027163
5097	563	PCDH1	AZGP1	31	238	0.000777608525027163
5304	563	PIP	AZGP1	31	238	0.000777608525027163
5366	4598	PMAIP1	MVK	31	238	0.000777608525027163
5366	10139	PMAIP1	ARFRP1	31	238	0.000777608525027163
5797	7922	PTPRM	SLC39A7	31	238	0.000777608525027163
6303	11014	SAT1	KDELR2	31	238	0.000777608525027163
6509	6786	SLC1A4	STIM1	31	238	0.000777608525027163
6629	3692	SNRPB2	EIF6	31	238	0.000777608525027163
6716	563	SRD5A2	AZGP1	31	238	0.000777608525027163
7091	11136	TLE4	SLC7A9	31	238	0.000777608525027163
7127	85477	TNFAIP2	SCIN	31	238	0.000777608525027163
7156	563	TOP3A	AZGP1	31	238	0.000777608525027163
7187	57863	TRAF3	CADM3	31	238	0.000777608525027163
7434	23007	VIPR2	PLCH1	31	238	0.000777608525027163
8029	563	CUBN	AZGP1	31	238	0.000777608525027163
8778	1101	SIGLEC5	CHAD	31	238	0.000777608525027163
8839	3785	CCN5	KCNQ2	31	238	0.000777608525027163
8938	563	BAIAP3	AZGP1	31	238	0.000777608525027163
9325	58473	TRIP4	PLEKHB1	31	238	0.000777608525027163
9620	79616	CELSR1	CCNJL	31	238	0.000777608525027163
9780	3080	PIEZO1	CFHR2	31	238	0.000777608525027163
9831	11019	ZNF623	LIAS	31	238	0.000777608525027163
10079	23171	ATP9A	GPD1L	31	238	0.000777608525027163
10255	8557	HCG9	TCAP	31	238	0.000777608525027163
10472	563	ZBTB18	AZGP1	31	238	0.000777608525027163
10588	22826	MTHFS	DNAJC8	31	238	0.000777608525027163
11100	5104	HNRNPUL1	SERPINA5	31	238	0.000777608525027163
11144	54798	DMC1	DCHS2	31	238	0.000777608525027163
11273	563	ATXN2L	AZGP1	31	238	0.000777608525027163
23347	11338	SMCHD1	U2AF2	31	238	0.000777608525027163
27303	563	RBMS3	AZGP1	31	238	0.000777608525027163
29803	29083	REPIN1	GTPBP8	31	238	0.000777608525027163
50507	23434	NOX4	LINC01565	31	238	0.000777608525027163
51124	91860	IER3IP1	CALML4	31	238	0.000777608525027163
51181	5104	DCXR	SERPINA5	31	238	0.000777608525027163
54498	27254	SMOX	CSDC2	31	238	0.000777608525027163
54732	253461	TMED9	ZBTB38	31	238	0.000777608525027163
54799	23710	MBTD1	GABARAPL1	31	238	0.000777608525027163
54855	563	TENT5C	AZGP1	31	238	0.000777608525027163
54901	11131	CDKAL1	CAPN11	31	238	0.000777608525027163
55165	23639	CEP55	DNAAF11	31	238	0.000777608525027163
55167	29066	MSL2	ZC3H7A	31	238	0.000777608525027163
56267	5104	KYAT3	SERPINA5	31	238	0.000777608525027163
56623	23710	INPP5E	GABARAPL1	31	238	0.000777608525027163
56649	2737	TMPRSS4	GLI3	31	238	0.000777608525027163
56649	11113	TMPRSS4	CIT	31	238	0.000777608525027163
56649	64172	TMPRSS4	OSGEPL1	31	238	0.000777608525027163
56937	1388	PMEPA1	ATF6B	31	238	0.000777608525027163
57091	563	CASS4	AZGP1	31	238	0.000777608525027163
60495	563	HPSE2	AZGP1	31	238	0.000777608525027163
63978	3768	PRDM14	KCNJ12	31	238	0.000777608525027163
79605	27006	PGBD5	FGF22	31	238	0.000777608525027163
79670	23335	TUT7	WDR7	31	238	0.000777608525027163
79858	79006	NEK11	METRN	31	238	0.000777608525027163
79977	1376	GRHL2	CPT2	31	238	0.000777608525027163
80021	57830	TMEM62	KRTAP5-8	31	238	0.000777608525027163
80830	51087	APOL6	YBX2	31	238	0.000777608525027163
83759	51163	RBM4B	DBR1	31	238	0.000777608525027163
90233	563	ZNF551	AZGP1	31	238	0.000777608525027163
343071	80036	PRAMEF10	TRPM3	31	238	0.000777608525027163
383	2303	ARG1	FOXC2	31	239	0.000777617815831563
546	55757	ATRX	UGGT2	31	239	0.000777617815831563
717	6016	C2	RIT1	31	239	0.000777617815831563
776	563	CACNA1D	AZGP1	31	239	0.000777617815831563
839	51295	CASP6	ECSIT	31	239	0.000777617815831563
921	563	CD5	AZGP1	31	239	0.000777617815831563
1359	60468	CPA3	BACH2	31	239	0.000777617815831563
1368	563	CPM	AZGP1	31	239	0.000777617815831563
1370	8547	CPN2	FCN3	31	239	0.000777617815831563
1378	80059	CR1	LRRTM4	31	239	0.000777617815831563
1406	10879	CRX	SMR3B	31	239	0.000777617815831563
1576	563	CYP3A4	AZGP1	31	239	0.000777617815831563
1592	563	CYP26A1	AZGP1	31	239	0.000777617815831563
1896	563	EDA	AZGP1	31	239	0.000777617815831563
2356	79006	FPGS	METRN	31	239	0.000777617815831563
2643	26271	GCH1	FBXO5	31	239	0.000777617815831563
2850	3768	GPR27	KCNJ12	31	239	0.000777617815831563
3213	54866	HOXB3	PPP1R14D	31	239	0.000777617815831563
3726	79155	JUNB	TNIP2	31	239	0.000777617815831563
3748	5132	KCNC3	PDC	31	239	0.000777617815831563
4139	563	MARK1	AZGP1	31	239	0.000777617815831563
4287	65094	ATXN3	JMJD4	31	239	0.000777617815831563
4296	7003	MAP3K11	TEAD1	31	239	0.000777617815831563
4319	4115	MMP10	MAGEB4	31	239	0.000777617815831563
4336	5897	MOBP	RAG2	31	239	0.000777617815831563
4626	5795	MYH8	PTPRJ	31	239	0.000777617815831563
5080	3768	PAX6	KCNJ12	31	239	0.000777617815831563
5362	10991	PLXNA2	SLC38A3	31	239	0.000777617815831563
5366	883	PMAIP1	KYAT1	31	239	0.000777617815831563
5366	2275	PMAIP1	FHL3	31	239	0.000777617815831563
5525	230	PPP2R5A	ALDOC	31	239	0.000777617815831563
5685	7385	PSMA4	UQCRC2	31	239	0.000777617815831563
5791	8659	PTPRE	ALDH4A1	31	239	0.000777617815831563
5870	563	RAB6A	AZGP1	31	239	0.000777617815831563
6274	2528	S100A3	FUT6	31	239	0.000777617815831563
6532	56344	SLC6A4	CABP5	31	239	0.000777617815831563
6580	5897	SLC22A1	RAG2	31	239	0.000777617815831563
6692	5104	SPINT1	SERPINA5	31	239	0.000777617815831563
6872	4826	TAF1	NNAT	31	239	0.000777617815831563
7127	1186	TNFAIP2	CLCN7	31	239	0.000777617815831563
7141	1002	TNP1	CDH4	31	239	0.000777617815831563
7694	57126	ZNF135	CD177	31	239	0.000777617815831563
7767	563	ZNF224	AZGP1	31	239	0.000777617815831563
7837	5104	PXDN	SERPINA5	31	239	0.000777617815831563
7913	3032	DEK	HADHB	31	239	0.000777617815831563
8030	5104	CCDC6	SERPINA5	31	239	0.000777617815831563
8785	51151	MATN4	SLC45A2	31	239	0.000777617815831563
8940	3768	TOP3B	KCNJ12	31	239	0.000777617815831563
9080	563	CLDN9	AZGP1	31	239	0.000777617815831563
9267	11093	CYTH1	ADAMTS13	31	239	0.000777617815831563
9569	26586	GTF2IRD1	CKAP2	31	239	0.000777617815831563
9601	5104	PDIA4	SERPINA5	31	239	0.000777617815831563
9601	9896	PDIA4	FIG4	31	239	0.000777617815831563
10171	55111	RCL1	PLEKHJ1	31	239	0.000777617815831563
10272	563	FSTL3	AZGP1	31	239	0.000777617815831563
10312	22862	TCIRG1	FNDC3A	31	239	0.000777617815831563
10746	563	MAP3K2	AZGP1	31	239	0.000777617815831563
22848	563	AAK1	AZGP1	31	239	0.000777617815831563
23408	26515	SIRT5	TIMM10B	31	239	0.000777617815831563
27128	563	CYTH4	AZGP1	31	239	0.000777617815831563
50486	894	G0S2	CCND2	31	239	0.000777617815831563
50507	3758	NOX4	KCNJ1	31	239	0.000777617815831563
50507	10107	NOX4	TRIM10	31	239	0.000777617815831563
50507	27159	NOX4	CHIA	31	239	0.000777617815831563
50507	80831	NOX4	APOL5	31	239	0.000777617815831563
50624	563	CUZD1	AZGP1	31	239	0.000777617815831563
50650	9270	ARHGEF3	ITGB1BP1	31	239	0.000777617815831563
51465	10450	UBE2J1	PPIE	31	239	0.000777617815831563
51491	58473	NOP16	PLEKHB1	31	239	0.000777617815831563
54345	60401	SOX18	EDA2R	31	239	0.000777617815831563
55509	563	BATF3	AZGP1	31	239	0.000777617815831563
55745	7389	AP5M1	UROD	31	239	0.000777617815831563
56649	2701	TMPRSS4	GJA4	31	239	0.000777617815831563
56649	5372	TMPRSS4	PMM1	31	239	0.000777617815831563
56649	5424	TMPRSS4	POLD1	31	239	0.000777617815831563
56649	7278	TMPRSS4	TUBA3C	31	239	0.000777617815831563
56649	26235	TMPRSS4	FBXL4	31	239	0.000777617815831563
56649	27072	TMPRSS4	VPS41	31	239	0.000777617815831563
56649	64149	TMPRSS4	C17orf75	31	239	0.000777617815831563
56937	1291	PMEPA1	COL6A1	31	239	0.000777617815831563
56937	4855	PMEPA1	NOTCH4	31	239	0.000777617815831563
56953	563	NT5M	AZGP1	31	239	0.000777617815831563
57030	3897	SLC17A7	L1CAM	31	239	0.000777617815831563
57472	5550	CNOT6	PREP	31	239	0.000777617815831563
58985	563	IL22RA1	AZGP1	31	239	0.000777617815831563
64410	23509	KLHL25	POFUT1	31	239	0.000777617815831563
64410	51129	KLHL25	ANGPTL4	31	239	0.000777617815831563
65005	80736	MRPL9	SLC44A4	31	239	0.000777617815831563
79770	112950	TXNDC15	MED8	31	239	0.000777617815831563
80020	563	FOXRED2	AZGP1	31	239	0.000777617815831563
80124	563	VCPIP1	AZGP1	31	239	0.000777617815831563
90993	563	CREB3L1	AZGP1	31	239	0.000777617815831563
116984	8532	ARAP2	CPZ	31	239	0.000777617815831563
147339	269	C18orf25	AMHR2	31	239	0.000777617815831563
375035	2938	SFT2D2	GSTA1	31	239	0.000777617815831563
311	5104	ANXA11	SERPINA5	31	240	0.000792891787311822
333	1796	APLP1	DOK1	31	240	0.000792891787311822
596	563	BCL2	AZGP1	31	240	0.000792891787311822
624	10817	BDKRB2	FRS3	31	240	0.000792891787311822
673	64100	BRAF	ELSPBP1	31	240	0.000792891787311822
717	2258	C2	FGF13	31	240	0.000792891787311822
731	7053	C8A	TGM3	31	240	0.000792891787311822
845	60468	CASQ2	BACH2	31	240	0.000792891787311822
1033	1020	CDKN3	CDK5	31	240	0.000792891787311822
1052	27342	CEBPD	RABGEF1	31	240	0.000792891787311822
1136	50943	CHRNA3	FOXP3	31	240	0.000792891787311822
1137	347735	CHRNA4	SERINC2	31	240	0.000792891787311822
1208	563	CLPS	AZGP1	31	240	0.000792891787311822
1445	57599	CSK	WDR48	31	240	0.000792891787311822
1609	10747	DGKQ	MASP2	31	240	0.000792891787311822
1609	147657	DGKQ	ZNF480	31	240	0.000792891787311822
2074	2709	ERCC6	GJB5	31	240	0.000792891787311822
2128	563	EVX1	AZGP1	31	240	0.000792891787311822
2530	28955	FUT8	DEXI	31	240	0.000792891787311822
2707	563	GJB3	AZGP1	31	240	0.000792891787311822
2810	9451	SFN	EIF2AK3	31	240	0.000792891787311822
2810	79888	SFN	LPCAT1	31	240	0.000792891787311822
2919	57586	CXCL1	SYT13	31	240	0.000792891787311822
2957	57172	GTF2A1	CAMK1G	31	240	0.000792891787311822
3006	1459	H1-2	CSNK2A2	31	240	0.000792891787311822
3006	64682	H1-2	ANAPC1	31	240	0.000792891787311822
3227	563	HOXC11	AZGP1	31	240	0.000792891787311822
3291	91445	HSD11B2	RNF185	31	240	0.000792891787311822
3384	51299	ICAM2	NRN1	31	240	0.000792891787311822
3556	55286	IL1RAP	C4orf19	31	240	0.000792891787311822
3726	54850	JUNB	FBXL12	31	240	0.000792891787311822
3872	571	KRT17	BACH1	31	240	0.000792891787311822
4050	51479	LTB	ANKFY1	31	240	0.000792891787311822
4146	563	MATN1	AZGP1	31	240	0.000792891787311822
4277	3851	MICB	KRT4	31	240	0.000792891787311822
4862	563	NPAS2	AZGP1	31	240	0.000792891787311822
5119	54093	CHMP1A	SETD4	31	240	0.000792891787311822
5292	93973	PIM1	ACTR8	31	240	0.000792891787311822
5362	6300	PLXNA2	MAPK12	31	240	0.000792891787311822
5366	3549	PMAIP1	IHH	31	240	0.000792891787311822
5454	1142	POU3F2	CHRNB3	31	240	0.000792891787311822
5733	10136	PTGER3	CELA3A	31	240	0.000792891787311822
5783	26508	PTPN13	HEYL	31	240	0.000792891787311822
5863	56342	RGL2	PPAN	31	240	0.000792891787311822
5900	10514	RALGDS	MYBBP1A	31	240	0.000792891787311822
5977	51340	DPF2	CRNKL1	31	240	0.000792891787311822
6093	5095	ROCK1	PCCA	31	240	0.000792891787311822
6251	5104	RSU1	SERPINA5	31	240	0.000792891787311822
6303	51002	SAT1	TPRKB	31	240	0.000792891787311822
7005	4598	TEAD3	MVK	31	240	0.000792891787311822
7390	4976	UROS	OPA1	31	240	0.000792891787311822
7434	563	VIPR2	AZGP1	31	240	0.000792891787311822
7582	55702	ZNF33B	YJU2	31	240	0.000792891787311822
7694	9990	ZNF135	SLC12A6	31	240	0.000792891787311822
8408	51129	ULK1	ANGPTL4	31	240	0.000792891787311822
8479	23710	HIRIP3	GABARAPL1	31	240	0.000792891787311822
8728	554	ADAM19	AVPR2	31	240	0.000792891787311822
8749	3651	ADAM18	PDX1	31	240	0.000792891787311822
9210	4163	BMP15	MCC	31	240	0.000792891787311822
9218	64764	VAPA	CREB3L2	31	240	0.000792891787311822
9462	22861	RASAL2	NLRP1	31	240	0.000792891787311822
9657	29902	IQCB1	FAM216A	31	240	0.000792891787311822
9770	649	RASSF2	BMP1	31	240	0.000792891787311822
10077	563	TSPAN32	AZGP1	31	240	0.000792891787311822
10266	563	RAMP2	AZGP1	31	240	0.000792891787311822
10312	3275	TCIRG1	PRMT2	31	240	0.000792891787311822
11046	10450	SLC35D2	PPIE	31	240	0.000792891787311822
11123	563	RCAN3	AZGP1	31	240	0.000792891787311822
11177	22907	BAZ1A	DHX30	31	240	0.000792891787311822
22835	51129	ZFP30	ANGPTL4	31	240	0.000792891787311822
25825	54872	BACE2	PIGG	31	240	0.000792891787311822
26002	6440	MOXD1	SFTPC	31	240	0.000792891787311822
26576	563	SRPK3	AZGP1	31	240	0.000792891787311822
50507	5858	NOX4	PZP	31	240	0.000792891787311822
50507	8224	NOX4	SYN3	31	240	0.000792891787311822
50507	8292	NOX4	COLQ	31	240	0.000792891787311822
50507	9508	NOX4	ADAMTS3	31	240	0.000792891787311822
50507	81789	NOX4	TIGD6	31	240	0.000792891787311822
51191	10005	HERC5	ACOT8	31	240	0.000792891787311822
51267	2709	CLEC1A	GJB5	31	240	0.000792891787311822
51276	50512	ZNF571	PODXL2	31	240	0.000792891787311822
51495	26610	HACD3	ELP4	31	240	0.000792891787311822
54345	4359	SOX18	MPZ	31	240	0.000792891787311822
54807	27077	ZNF586	B9D1	31	240	0.000792891787311822
55159	51129	RFWD3	ANGPTL4	31	240	0.000792891787311822
55734	9617	ZFP64	MTRF1	31	240	0.000792891787311822
56154	563	TEX15	AZGP1	31	240	0.000792891787311822
56649	2760	TMPRSS4	GM2A	31	240	0.000792891787311822
56729	563	RETN	AZGP1	31	240	0.000792891787311822
56937	3791	PMEPA1	KDR	31	240	0.000792891787311822
57472	285282	CNOT6	RABL3	31	240	0.000792891787311822
64806	7179	IL25	TPTE	31	240	0.000792891787311822
65983	22826	GRAMD2B	DNAJC8	31	240	0.000792891787311822
78994	51295	PRR14	ECSIT	31	240	0.000792891787311822
79095	523	BBLN	ATP6V1A	31	240	0.000792891787311822
79924	4163	ADM2	MCC	31	240	0.000792891787311822
79977	56342	GRHL2	PPAN	31	240	0.000792891787311822
80021	11093	TMEM62	ADAMTS13	31	240	0.000792891787311822
81790	116150	RNF170	NUS1	31	240	0.000792891787311822
83449	563	PMFBP1	AZGP1	31	240	0.000792891787311822
112399	4104	EGLN3	MAGEA5P	31	240	0.000792891787311822
113146	5324	AHNAK2	PLAG1	31	240	0.000792891787311822
219333	1636	USP12	ACE	31	240	0.000792891787311822
673	10243	BRAF	GPHN	31	237	0.000793282721766845
995	563	CDC25C	AZGP1	31	237	0.000793282721766845
1418	1142	CRYGA	CHRNB3	31	237	0.000793282721766845
1778	22903	DYNC1H1	BTBD3	31	237	0.000793282721766845
1846	5881	DUSP4	RAC3	31	237	0.000793282721766845
1960	258	EGR3	AMBN	31	237	0.000793282721766845
2078	8435	ERG	SOAT2	31	237	0.000793282721766845
2194	29775	FASN	CARD10	31	237	0.000793282721766845
3036	563	HAS1	AZGP1	31	237	0.000793282721766845
3280	5095	HES1	PCCA	31	237	0.000793282721766845
3291	1271	HSD11B2	CNTFR	31	237	0.000793282721766845
3579	8557	CXCR2	TCAP	31	237	0.000793282721766845
3607	11019	FOXK2	LIAS	31	237	0.000793282721766845
3687	563	ITGAX	AZGP1	31	237	0.000793282721766845
3977	1464	LIFR	CSPG4	31	237	0.000793282721766845
5053	2303	PAH	FOXC2	31	237	0.000793282721766845
5076	1280	PAX2	COL2A1	31	237	0.000793282721766845
5352	5104	PLOD2	SERPINA5	31	237	0.000793282721766845
5635	51073	PRPSAP1	MRPL4	31	237	0.000793282721766845
5783	64506	PTPN13	CPEB1	31	237	0.000793282721766845
5791	168544	PTPRE	ZNF467	31	237	0.000793282721766845
6285	1109	S100B	AKR1C4	31	237	0.000793282721766845
6376	54989	CX3CL1	ZNF770	31	237	0.000793282721766845
6376	56895	CX3CL1	AGPAT4	31	237	0.000793282721766845
6617	6594	SNAPC1	SMARCA1	31	237	0.000793282721766845
